"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
"H.R. 700",https://www.congress.gov/bill/118th-congress/house-bill/700,"118th Congress (2023-2024)","Supply Chain Disruptions Relief Act",,"Arrington, Jodey C. [Rep.-R-TX-19]",,02/01/2023,3,,,"House - Ways and Means","Referred to the House Committee on Ways and Means.",02/01/2023,"James, John [Rep.-R-MI-10]","Estes, Ron [Rep.-R-KS-4]","Kildee, Daniel T. [Rep.-D-MI-8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 699",https://www.congress.gov/bill/118th-congress/house-bill/699,"118th Congress (2023-2024)","To amend the Workforce Innovation and Opportunity Act to authorize a study to review specific outcomes of entrepreneurial skills development programs, and for other purposes.",,"Allen, Rick W. [Rep.-R-GA-12]",,02/01/2023,1,,,"House - Education and the Workforce","Referred to the House Committee on Education and the Workforce.",02/01/2023,"DeSaulnier, Mark [Rep.-D-CA-10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Labor and Employment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 698",https://www.congress.gov/bill/118th-congress/house-bill/698,"118th Congress (2023-2024)","Assault Weapons Ban of 2023",,"Cicilline, David N. [Rep.-D-RI-1]",,02/01/2023,202,,,"House - Judiciary","Referred to the House Committee on the Judiciary.",02/01/2023,"Hoyle, Val T. [Rep.-D-OR-4]","Sorensen, Eric [Rep.-D-IL-17]","Beyer, Donald S., Jr. [Rep.-D-VA-8]","Blumenauer, Earl [Rep.-D-OR-3]","Blunt Rochester, Lisa [Rep.-D-DE-At Large]","Bonamici, Suzanne [Rep.-D-OR-1]","Bowman, Jamaal [Rep.-D-NY-16]","Boyle, Brendan F. [Rep.-D-PA-2]","Brown, Shontel M. [Rep.-D-OH-11]","Brownley, Julia [Rep.-D-CA-26]","Carbajal, Salud O. [Rep.-D-CA-24]","Cárdenas, Tony [Rep.-D-CA-29]","Carson, Andre [Rep.-D-IN-7]","Carter, Troy [Rep.-D-LA-2]","Cartwright, Matt [Rep.-D-PA-8]","Casar, Greg [Rep.-D-TX-35]","Case, Ed [Rep.-D-HI-1]","Casten, Sean [Rep.-D-IL-6]","Clyburn, James E. [Rep.-D-SC-6]","Craig, Angie [Rep.-D-MN-2]","Crockett, Jasmine [Rep.-D-TX-30]","Crow, Jason [Rep.-D-CO-6]","Davids, Sharice [Rep.-D-KS-3]","Davis, Danny K. [Rep.-D-IL-7]","Dean, Madeleine [Rep.-D-PA-4]","DeGette, Diana [Rep.-D-CO-1]","DeLauro, Rosa L. [Rep.-D-CT-3]","DelBene, Suzan K. [Rep.-D-WA-1]","Deluzio, Christopher R. [Rep.-D-PA-17]","DeSaulnier, Mark [Rep.-D-CA-10]","Dingell, Debbie [Rep.-D-MI-6]","Doggett, Lloyd [Rep.-D-TX-37]","Escobar, Veronica [Rep.-D-TX-16]","Eshoo, Anna G. [Rep.-D-CA-16]","Espaillat, Adriano [Rep.-D-NY-13]","Evans, Dwight [Rep.-D-PA-3]","Fletcher, Lizzie [Rep.-D-TX-7]","Foster, Bill [Rep.-D-IL-11]","Foushee, Valerie P. [Rep.-D-NC-4]","Frankel, Lois [Rep.-D-FL-22]","Frost, Maxwell [Rep.-D-FL-10]","Gallego, Ruben [Rep.-D-AZ-3]","Garamendi, John [Rep.-D-CA-8]","Garcia, Sylvia R. [Rep.-D-TX-29]","Garcia, Robert [Rep.-D-CA-42]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]","Goldman, Daniel S. [Rep.-D-NY-10]","Gomez, Jimmy [Rep.-D-CA-34]","Gottheimer, Josh [Rep.-D-NJ-5]","Green, Al [Rep.-D-TX-9]","Grijalva, Raúl M. [Rep.-D-AZ-7]","Harder, Josh [Rep.-D-CA-9]","Hayes, Jahana [Rep.-D-CT-5]","Higgins, Brian [Rep.-D-NY-26]","Himes, James A. [Rep.-D-CT-4]","Horsford, Steven [Rep.-D-NV-4]","Hoyer, Steny H. [Rep.-D-MD-5]","Houlahan, Chrissy [Rep.-D-PA-6]","Huffman, Jared [Rep.-D-CA-2]","Ivey, Glenn [Rep.-D-MD-4]","Jackson, Jonathan L. [Rep.-D-IL-1]","Jackson Lee, Sheila [Rep.-D-TX-18]","Lee, Summer L. [Rep.-D-PA-12]","Jackson, Jeff [Rep.-D-NC-14]","Jacobs, Sara [Rep.-D-CA-51]","Jayapal, Pramila [Rep.-D-WA-7]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Kamlager-Dove, Sydney [Rep.-D-CA-37]","Kaptur, Marcy [Rep.-D-OH-9]","Keating, William R. [Rep.-D-MA-9]","Adams, Alma S. [Rep.-D-NC-12]","Aguilar, Pete [Rep.-D-CA-33]","Allred, Colin Z. [Rep.-D-TX-32]","Auchincloss, Jake [Rep.-D-MA-4]","Balint, Becca [Rep.-D-VT-At Large]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Beatty, Joyce [Rep.-D-OH-3]","Bera, Ami [Rep.-D-CA-6]","Leger Fernandez, Teresa [Rep.-D-NM-3]","Levin, Mike [Rep.-D-CA-49]","Lieu, Ted [Rep.-D-CA-36]","Lofgren, Zoe [Rep.-D-CA-18]","Lynch, Stephen F. [Rep.-D-MA-8]","Magaziner, Seth [Rep.-D-RI-2]","Manning, Kathy E. [Rep.-D-NC-6]","Matsui, Doris O. [Rep.-D-CA-7]","McBath, Lucy [Rep.-D-GA-7]","McCollum, Betty [Rep.-D-MN-4]","McGarvey, Morgan [Rep.-D-KY-3]","McGovern, James P. [Rep.-D-MA-2]","Meeks, Gregory W. [Rep.-D-NY-5]","Menendez, Robert [Rep.-D-NJ-8]","Meng, Grace [Rep.-D-NY-6]","Mfume, Kweisi [Rep.-D-MD-7]","Moore, Gwen [Rep.-D-WI-4]","Morelle, Joseph D. [Rep.-D-NY-25]","Moskowitz, Jared [Rep.-D-FL-23]","Moulton, Seth [Rep.-D-MA-6]","Mrvan, Frank J. [Rep.-D-IN-1]","Mullin, Kevin [Rep.-D-CA-15]","Nadler, Jerrold [Rep.-D-NY-12]","Napolitano, Grace F. [Rep.-D-CA-31]","Neal, Richard E. [Rep.-D-MA-1]","Neguse, Joe [Rep.-D-CO-2]","Nickel, Wiley [Rep.-D-NC-13]","Norcross, Donald [Rep.-D-NJ-1]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Ocasio-Cortez, Alexandria [Rep.-D-NY-14]","Omar, Ilhan [Rep.-D-MN-5]","Pallone, Frank, Jr. [Rep.-D-NJ-6]","Panetta, Jimmy [Rep.-D-CA-19]","Pappas, Chris [Rep.-D-NH-1]","Pascrell, Bill, Jr. [Rep.-D-NJ-9]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Pelosi, Nancy [Rep.-D-CA-11]","Peters, Scott H. [Rep.-D-CA-50]","Pettersen, Brittany [Rep.-D-CO-7]","Phillips, Dean [Rep.-D-MN-3]","Pingree, Chellie [Rep.-D-ME-1]","Plaskett, Stacey E. [Del.-D-VI-At Large]","Pocan, Mark [Rep.-D-WI-2]","Porter, Katie [Rep.-D-CA-47]","Pressley, Ayanna [Rep.-D-MA-7]","Quigley, Mike [Rep.-D-IL-5]","Ramirez, Delia C. [Rep.-D-IL-3]","Raskin, Jamie [Rep.-D-MD-8]","Ross, Deborah K. [Rep.-D-NC-2]","Ruiz, Raul [Rep.-D-CA-25]","Ruppersberger, C. A. Dutch [Rep.-D-MD-2]","Ryan, Patrick [Rep.-D-NY-18]","Castor, Kathy [Rep.-D-FL-14]","Castro, Joaquin [Rep.-D-TX-20]","Cherfilus-McCormick, Sheila [Rep.-D-FL-20]","Chu, Judy [Rep.-D-CA-28]","Clark, Katherine M. [Rep.-D-MA-5]","Clarke, Yvette D. [Rep.-D-NY-9]","Cleaver, Emanuel [Rep.-D-MO-5]","Cohen, Steve [Rep.-D-TN-9]","Connolly, Gerald E. [Rep.-D-VA-11]","Correa, J. Luis [Rep.-D-CA-46]","Costa, Jim [Rep.-D-CA-21]","Courtney, Joe [Rep.-D-CT-2]","Sablan, Gregorio Kilili Camacho [Del.-D-MP-At Large]","Salinas, Andrea [Rep.-D-OR-6]","Sánchez, Linda T. [Rep.-D-CA-38]","Sarbanes, John P. [Rep.-D-MD-3]","Scanlon, Mary Gay [Rep.-D-PA-5]","Schakowsky, Janice D. [Rep.-D-IL-9]","Schiff, Adam B. [Rep.-D-CA-30]","Schneider, Bradley Scott [Rep.-D-IL-10]","Schrier, Kim [Rep.-D-WA-8]","Scott, Robert C. ""Bobby"" [Rep.-D-VA-3]","Scott, David [Rep.-D-GA-13]","Sewell, Terri A. [Rep.-D-AL-7]","Sherman, Brad [Rep.-D-CA-32]","Sherrill, Mikie [Rep.-D-NJ-11]","Slotkin, Elissa [Rep.-D-MI-7]","Smith, Adam [Rep.-D-WA-9]","Soto, Darren [Rep.-D-FL-9]","Spanberger, Abigail Davis [Rep.-D-VA-7]","Stansbury, Melanie Ann [Rep.-D-NM-1]","Stanton, Greg [Rep.-D-AZ-4]","Stevens, Haley M. [Rep.-D-MI-11]","Strickland, Marilyn [Rep.-D-WA-10]","Swalwell, Eric [Rep.-D-CA-14]","Sykes, Emilia Strong [Rep.-D-OH-13]","Takano, Mark [Rep.-D-CA-39]","Tlaib, Rashida [Rep.-D-MI-12]","Thanedar, Shri [Rep.-D-MI-13]","Thompson, Bennie G. [Rep.-D-MS-2]","Titus, Dina [Rep.-D-NV-1]","Tokuda, Jill N. [Rep.-D-HI-2]","Tonko, Paul [Rep.-D-NY-20]","Torres, Norma J. [Rep.-D-CA-35]","Torres, Ritchie [Rep.-D-NY-15]","Trahan, Lori [Rep.-D-MA-3]","Trone, David J. [Rep.-D-MD-6]","Underwood, Lauren [Rep.-D-IL-14]","Vargas, Juan [Rep.-D-CA-52]","Vasquez, Gabe [Rep.-D-NM-2]","Velazquez, Nydia M. [Rep.-D-NY-7]","Wasserman Schultz, Debbie [Rep.-D-FL-25]","Waters, Maxine [Rep.-D-CA-43]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Wexton, Jennifer [Rep.-D-VA-10]","Wild, Susan [Rep.-D-PA-7]","Williams, Nikema [Rep.-D-GA-5]","Wilson, Frederica S. [Rep.-D-FL-24]","Veasey, Marc A. [Rep.-D-TX-33]","Kelly, Robin L. [Rep.-D-IL-2]","Khanna, Ro [Rep.-D-CA-17]","Kildee, Daniel T. [Rep.-D-MI-8]","Kilmer, Derek [Rep.-D-WA-6]","Kim, Andy [Rep.-D-NJ-3]","Krishnamoorthi, Raja [Rep.-D-IL-8]","Kuster, Ann M. [Rep.-D-NH-2]","Landsman, Greg [Rep.-D-OH-1]","Larsen, Rick [Rep.-D-WA-2]","Larson, John B. [Rep.-D-CT-1]","Lee, Barbara [Rep.-D-CA-12]","Lee, Susie [Rep.-D-NV-3]","Scholten, Hillary J. [Rep.-D-MI-3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 697",https://www.congress.gov/bill/118th-congress/house-bill/697,"118th Congress (2023-2024)","Justice for All Act of 2023",,"Tlaib, Rashida [Rep.-D-MI-12]",,02/01/2023,11,,,"House - Judiciary, Education and the Workforce","Referred to the Committee on the Judiciary, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/01/2023,"Adams, Alma S. [Rep.-D-NC-12]","Thompson, Bennie G. [Rep.-D-MS-2]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Casar, Greg [Rep.-D-TX-35]","Pressley, Ayanna [Rep.-D-MA-7]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]","Foushee, Valerie P. [Rep.-D-NC-4]","Bush, Cori [Rep.-D-MO-1]","Lee, Summer L. [Rep.-D-PA-12]","Green, Al [Rep.-D-TX-9]","Horsford, Steven [Rep.-D-NV-4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Civil Rights and Liberties, Minority Issues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 696",https://www.congress.gov/bill/118th-congress/house-bill/696,"118th Congress (2023-2024)","To direct the United States Postal Service to designate a single, unique ZIP Code for Eastvale, California.",,"Calvert, Ken [Rep.-R-CA-41]",,02/01/2023,1,,,"House - Oversight and Accountability","Referred to the House Committee on Oversight and Accountability.",02/01/2023,"Torres, Norma J. [Rep.-D-CA-35]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government Operations and Politics","Postal service",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 695",https://www.congress.gov/bill/118th-congress/house-bill/695,"118th Congress (2023-2024)","State and Local General Sales Tax Protection Act",,"Napolitano, Grace F. [Rep.-D-CA-31]",,02/01/2023,4,,,"House - Transportation and Infrastructure","Referred to the Subcommittee on Aviation.",02/02/2023,"Scott, David [Rep.-D-GA-13]","Garamendi, John [Rep.-D-CA-8]","Huffman, Jared [Rep.-D-CA-2]","Williams, Nikema [Rep.-D-GA-5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transportation and Public Works",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 694",https://www.congress.gov/bill/118th-congress/house-bill/694,"118th Congress (2023-2024)","Job Protection Act",,"Underwood, Lauren [Rep.-D-IL-14]",,02/01/2023,67,,,"House - Education and the Workforce, House Administration, Oversight and Accountability","Referred to the Committee on Education and the Workforce, and in addition to the Committees on House Administration, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",02/01/2023,"Casar, Greg [Rep.-D-TX-35]","Kelly, Robin L. [Rep.-D-IL-2]","Chu, Judy [Rep.-D-CA-28]","Pressley, Ayanna [Rep.-D-MA-7]","Mfume, Kweisi [Rep.-D-MD-7]","Castor, Kathy [Rep.-D-FL-14]","Gomez, Jimmy [Rep.-D-CA-34]","Cicilline, David N. [Rep.-D-RI-1]","Lee, Barbara [Rep.-D-CA-12]","Schakowsky, Janice D. [Rep.-D-IL-9]","Casten, Sean [Rep.-D-IL-6]","Larson, John B. [Rep.-D-CT-1]","Cohen, Steve [Rep.-D-TN-9]","Beyer, Donald S., Jr. [Rep.-D-VA-8]","Manning, Kathy E. [Rep.-D-NC-6]","Dingell, Debbie [Rep.-D-MI-6]","DeSaulnier, Mark [Rep.-D-CA-10]","DeLauro, Rosa L. [Rep.-D-CT-3]","Tlaib, Rashida [Rep.-D-MI-12]","Jackson Lee, Sheila [Rep.-D-TX-18]","Velazquez, Nydia M. [Rep.-D-NY-7]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Beatty, Joyce [Rep.-D-OH-3]","Nadler, Jerrold [Rep.-D-NY-12]","Frankel, Lois [Rep.-D-FL-22]","Scanlon, Mary Gay [Rep.-D-PA-5]","Carson, Andre [Rep.-D-IN-7]","Schiff, Adam B. [Rep.-D-CA-30]","Porter, Katie [Rep.-D-CA-47]","McBath, Lucy [Rep.-D-GA-7]","Lieu, Ted [Rep.-D-CA-36]","Davis, Danny K. [Rep.-D-IL-7]","Allred, Colin Z. [Rep.-D-TX-32]","Bonamici, Suzanne [Rep.-D-OR-1]","Grijalva, Raúl M. [Rep.-D-AZ-7]","Williams, Nikema [Rep.-D-GA-5]","Smith, Adam [Rep.-D-WA-9]","Lynch, Stephen F. [Rep.-D-MA-8]","Raskin, Jamie [Rep.-D-MD-8]","Evans, Dwight [Rep.-D-PA-3]","Tokuda, Jill N. [Rep.-D-HI-2]","Jayapal, Pramila [Rep.-D-WA-7]","Landsman, Greg [Rep.-D-OH-1]","Wild, Susan [Rep.-D-PA-7]","McGovern, James P. [Rep.-D-MA-2]","Foushee, Valerie P. [Rep.-D-NC-4]","Levin, Mike [Rep.-D-CA-49]","Cherfilus-McCormick, Sheila [Rep.-D-FL-20]","Kamlager-Dove, Sydney [Rep.-D-CA-37]","Stevens, Haley M. [Rep.-D-MI-11]","McCollum, Betty [Rep.-D-MN-4]","Titus, Dina [Rep.-D-NV-1]","Hayes, Jahana [Rep.-D-CT-5]","Wilson, Frederica S. [Rep.-D-FL-24]","Carter, Troy [Rep.-D-LA-2]","Jacobs, Sara [Rep.-D-CA-51]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Takano, Mark [Rep.-D-CA-39]","Clarke, Yvette D. [Rep.-D-NY-9]","Eshoo, Anna G. [Rep.-D-CA-16]","Pelosi, Nancy [Rep.-D-CA-11]","Ross, Deborah K. [Rep.-D-NC-2]","Cartwright, Matt [Rep.-D-PA-8]","Hoyle, Val T. [Rep.-D-OR-4]","Trahan, Lori [Rep.-D-MA-3]","Garcia, Robert [Rep.-D-CA-42]","Peltola, Mary Sattler [Rep.-D-AK-At Large]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Labor and Employment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 693",https://www.congress.gov/bill/118th-congress/house-bill/693,"118th Congress (2023-2024)","VACANT Act",,"Womack, Steve [Rep.-R-AR-3]",,01/31/2023,0,,,"House - Veterans' Affairs","Referred to the Subcommittee on Health.",03/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 692",https://www.congress.gov/bill/118th-congress/house-bill/692,"118th Congress (2023-2024)","To amend the International Financial Institutions Act to provide instructions with respect to the U.S. policy on co-financing arrangements at the multilateral development banks, and for other purposes.",,"Torres, Ritchie [Rep.-D-NY-15]",,01/31/2023,0,,,"House - Financial Services","Referred to the House Committee on Financial Services.",01/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Finance and Financial Sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 691",https://www.congress.gov/bill/118th-congress/house-bill/691,"118th Congress (2023-2024)","Sanctioning Iranian-Backed Militia Terrorists Act",,"Steube, W. Gregory [Rep.-R-FL-17]",,01/31/2023,0,,,"House - Foreign Affairs, Judiciary","Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",01/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 690",https://www.congress.gov/bill/118th-congress/house-bill/690,"118th Congress (2023-2024)","Taliban Rare Earth Minerals Sanctions Act",,"Steube, W. Gregory [Rep.-R-FL-17]",,01/31/2023,3,,,"House - Foreign Affairs, Judiciary","Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",01/31/2023,"Sessions, Pete [Rep.-R-TX-17]","Self, Keith [Rep.-R-TX-3]","Webster, Daniel [Rep.-R-FL-11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
