Bill Type,Congress,Number of Cosponsors,Cosponsor Dems,Cosponsor Reps,Cosponsor Ind,Cosponsor States,Committees,Latest Action,Subject,Sponsor Title,Sponsor Party,Sponsor State,Month Introduced,"Agriculture, Nutrition, and Forestry",Appropriations,Armed Services,"Banking, Housing, and Urban Affairs",Budget,"Commerce, Science, and Transportation",Energy and Natural Resources,Environment and Public Works,Finance,Foreign Relations,"Health, Education, Labor, and Pensions",Homeland Security and Governmental Affairs,Judiciary,Rules and Administration,Small Business and Entrepreneurship,Veterans Affairs,International Narcotics Control,Ethics,Indian Affairs,Intelligence,Printing,Taxation,Library,Economic,bill_passed,bill_referred_committee
S. ,113,17,16,1,0,15,"Senate - Commerce, Science, and Transportation","By Senator Rockefeller from Committee on Commerce, Science, and Transportation filed written report. Report No. 113-311.",Administrative law and regulatory procedures,Sen.,D,FL,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Business education,Sen.,D,NM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,1,1,0,2,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S4408-4409)",Education,Sen.,D,VA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Intelligence (Select),Placed on Senate Legislative Calendar under General Orders. Calendar No. 462.,Administrative law and regulatory procedures,Sen.,D,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S. ,113,4,4,0,0,4,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S4410-4414),Bankruptcy,Sen.,D,IL,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Historic sites and heritage areas,Sen.,D,MT,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Congressional tributes,Sen.,D,PA,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,6,0,1,5,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Minnesota,Sen.,D,MN,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Child safety and welfare,Sen.,D,MT,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Business investment and capital,Sen.,D,PA,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,9,8,0,1,9,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S4456-4458),Administrative law and regulatory procedures,Sen.,D,VT,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,19,12,7,0,18,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 464.,Child safety and welfare,Sen.,D,MN,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,1,1,0,0,1,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 640.,Historic sites and heritage areas,Sen.,D,WA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,MO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,3,4,0,7,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,NJ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Government studies and investigations,Sen.,D,OH,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Education,Sen.,D,VA,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Business ethics,Sen.,D,CT,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Administrative remedies,Sen.,D,MO,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,4,1,0,4,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Cancer,Sen.,D,CA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,4,1,0,5,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Afghanistan,Sen.,D,NH,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,21,20,0,1,17,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Civil actions and liability,Sen.,D,NJ,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Advisory bodies,Sen.,D,MT,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S4622)",Administrative law and regulatory procedures,Sen.,D,IL,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,10,9,1,0,6,Senate - Finance,Read twice and referred to the Committee on Finance.,Business investment and capital,Sen.,D,AR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Alaska,Sen.,D,AK,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Commerce,Sen.,D,MI,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,WI,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 532.,Fraud offenses and financial crimes,Sen.,D,DE,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Consumer credit,Sen.,D,LA,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,5,0,0,4,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S4709-4713)",Administrative law and regulatory procedures,Sen.,D,IA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,1,1,0,2,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Congressional oversight,Sen.,D,NJ,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,6,6,0,0,6,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Congressional oversight,Sen.,D,MA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,22,19,2,1,18,Senate - Judiciary,Placed on Senate Legislative Calendar under General Orders. Calendar No. 581.,Child health,Sen.,D,VT,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Appropriations,Cloture motion on the bill rendered moot in Senate.,Administrative remedies,Sen.,D,MD,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,3,2,1,0,3,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (text of measure as introduced: CR S4905-4906)",Census and government statistics,Sen.,D,CA,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,LA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,6,1,0,6,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Cancer,Sen.,D,MN,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Administrative law and regulatory procedures,Sen.,D,OR,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,3,0,0,2,Senate - Budget,Read twice and referred to the Committee on the Budget.,Appropriations,Sen.,D,IA,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,2,0,0,2,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Armed Forces and National Security,Sen.,D,CT,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,3,2,0,4,Senate - Finance,Read twice and referred to the Committee on Finance.,Employee benefits and pensions,Sen.,D,WA,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Congressional tributes,Sen.,D,NY,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,1,1,0,2,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Advisory bodies,Sen.,D,AK,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 553.,"Broadcasting, cable, digital technologies",Sen.,D,AK,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,0,0,0,0,0,Senate - Indian Affairs,Read twice and referred to the Committee on Indian Affairs.,Administrative remedies,Sen.,D,AK,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Appropriations,Read twice and referred to the Committee on Appropriations.,Appropriations,Sen.,D,AK,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,80,47,32,1,44,,Became Public Law No: 113-296.,Advanced technology and technological innovations,Sen.,D,CA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
S. ,113,3,3,0,0,2,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Environmental Protection Agency (EPA),Sen.,D,OR,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,7,0,0,7,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Child safety and welfare,Sen.,D,CT,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,4,0,0,4,Senate - Finance,Read twice and referred to the Committee on Finance.,Government trust funds,Sen.,D,NJ,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Advanced technology and technological innovations,Sen.,D,AR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Accounting and auditing,Sen.,D,AR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Administrative law and regulatory procedures,Sen.,D,AR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Administrative remedies,Sen.,D,OR,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,20,16,3,1,17,,Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 58 - 42. Record Vote Number: 282. (consideration: CR S6079-6080; text: CR S6079),"Bank accounts, deposits, capital",Sen.,D,VT,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,26,24,1,1,22,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,D,NH,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,1,2,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Education,Sen.,D,MA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Academic performance and assessments,Sen.,D,CO,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,17,10,7,0,15,"Senate - Health, Education, Labor, and Pensions",Committee on the Judiciary Senate Subcommittee on Crime and Terrorism. Hearings held. With printed Hearing: S.Hrg. 113-894.,Administrative remedies,Sen.,D,MO,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,113,10,10,0,0,10,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship. (text of measure as introduced: CR S5138-5142),Business education,Sen.,D,WA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,113,15,14,0,1,12,Senate - Finance,Read twice and referred to the Committee on Finance.,Child health,Sen.,D,OH,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Assault and harassment offenses,Sen.,D,CA,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,1,1,0,2,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,D,CA,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,3,3,0,0,2,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Administrative law and regulatory procedures,Sen.,D,MI,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Alternative and renewable resources,Sen.,D,AK,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,14,11,2,1,10,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 502.,Advisory bodies,Sen.,D,WV,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,113,5,2,2,1,5,Senate - Finance,Read twice and referred to the Committee on Finance.,Business investment and capital,Sen.,D,NJ,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations. (text of measure as introduced: CR S5144-5145),Advisory bodies,Sen.,D,IL,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text of measure as introduced: CR S5145-5146)",Education,Sen.,D,IL,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Accounting and auditing,Sen.,D,DE,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Alaska,Sen.,D,AK,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Business expenses,Sen.,D,NY,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Administrative law and regulatory procedures,Sen.,D,NJ,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Education,Sen.,D,DE,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,North Carolina,Sen.,D,NC,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,7,4,2,1,6,Senate - Finance,Read twice and referred to the Committee on Finance.,Higher education,Sen.,D,MN,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,"Bank accounts, deposits, capital",Sen.,D,NM,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Finance and Financial Sector,Sen.,D,VT,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Alternative and renewable resources,Sen.,D,OR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Advisory bodies,Sen.,D,WA,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Administrative law and regulatory procedures,Sen.,D,AR,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Administrative law and regulatory procedures,Sen.,D,OH,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Administrative law and regulatory procedures,Sen.,D,FL,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Capital gains tax,Sen.,D,OR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,1,0,0,1,Senate - Finance,Read twice and referred to the Committee on Finance.,Internet and video services,Sen.,D,AR,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,4,0,0,4,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Administrative law and regulatory procedures,Sen.,D,OH,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,5,3,2,0,5,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Advisory bodies,Sen.,D,CT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Alternative and renewable resources,Sen.,D,NY,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,D,ND,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Intelligence (Select),Placed on Senate Legislative Calendar under General Orders. Calendar No. 519.,Alliances,Sen.,D,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S. ,113,5,4,1,0,5,Senate - Finance,Read twice and referred to the Committee on Finance.,"Bank accounts, deposits, capital",Sen.,D,NY,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Appropriations,Sen.,D,NC,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,22,17,5,0,16,"Senate - Health, Education, Labor, and Pensions","Referred to the Committee on Health, Education, Labor, and Pensions.",Child health,Sen.,D,OH,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Advisory bodies,Sen.,D,NH,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Rules and Administration,Read twice and referred to the Committee on Rules and Administration.,Civil actions and liability,Sen.,D,MT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Child health,Sen.,D,MT,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,0,0,0,0,0,Senate - Rules and Administration,Read twice and referred to the Committee on Rules and Administration.,Congressional elections,Sen.,D,CO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,4,4,0,0,4,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Advisory bodies,Sen.,D,RI,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,2,1,1,0,2,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Administrative law and regulatory procedures,Sen.,D,CT,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,6,6,0,0,6,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Administrative law and regulatory procedures,Sen.,D,WV,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,8,7,1,0,7,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,D,MT,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,113,1,0,1,0,1,"House - Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",Became Public Law No: 113-285.,Aviation and airports,Sen.,D,MO,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
