"Downloaded on",03/18/2023,"10:12:28 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A%22118%22%2C%22type%22%3A%5B%22bills%22%2C%22joint-resolutions%22%5D%2C%22bill-status%22%3A%5B%22introduced%22%2C%22committee%22%2C%22floor%22%5D%7D&pageSize=100&page=25

"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Latest Summary"
"H.R. 404",https://www.congress.gov/bill/118th-congress/house-bill/404,"118th Congress (2023-2024)","Tennessee Valley Authority Transparency Act of 2023",,"Burchett, Tim [Rep.-R-TN-2]",,01/20/2023,2,,,"House - Transportation and Infrastructure","Referred to the Subcommittee on Water Resources and Environment.",02/01/2023,"Cohen, Steve [Rep.-D-TN-9]","Harshbarger, Diana [Rep.-R-TN-1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tennessee Valley Authority","Government ethics and transparency, public corruption",Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 403",https://www.congress.gov/bill/118th-congress/house-bill/403,"118th Congress (2023-2024)","No Mandates Act",,"Biggs, Andy [Rep.-R-AZ-5]",,01/20/2023,0,,,"House - Oversight and Accountability, House Administration, Energy and Commerce","Referred to the Committee on Oversight and Accountability, and in addition to the Committees on House Administration, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",01/20/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>No Mandates Act</strong></p> <p>This bill prohibits federal agencies and certain entities that receive federal funding from requiring COVID-19 vaccinations.</p> <p>Specifically, federal agencies may not issue rules, regulations, or guidance that require an individual to receive a COVID-19 vaccination. The bill also prohibits requiring a COVID-19 vaccination to access federal property and services or congressional grounds and services.</p> <p>Additionally, an entity that received federal COVID-19 relief funds or receives other federal funds after this bill's enactment may not require a COVID-19 vaccination as a condition of providing any service to an individual.</p>"
"H.R. 402",https://www.congress.gov/bill/118th-congress/house-bill/402,"118th Congress (2023-2024)","Protect Communities from a Porous Border Act of 2023",,"Arrington, Jodey C. [Rep.-R-TX-19]",,01/20/2023,0,,,"House - Judiciary","Referred to the House Committee on the Judiciary.",01/20/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Protect Communities from a Porous Border Act of 2023 </strong></p> <p>This bill requires the Department of Homeland Security (DHS) to notify a state before placing a non-U.S. national (<i>alien</i> under federal law) in that state and gives the state final authority to prohibit such a placement.</p> <p>At least 10 business days before placing (e.g., detaining or housing) such an individual in a state, DHS must provide certain information to that state, including (1) the individual's biographic and biometric information, including DNA; and (2) a certification that the biometric and biographic information has been checked in various law enforcement and counterterrorism databases. </p> <p>No federal court shall have jurisdiction to review (1) the requirements and procedures established under this bill, or (2) a decision by a state to prohibit the placement of such an individual in the state. The bill also prohibits any federal official from waiving any of the bill's requirements.</p>"
"H.R. 401",https://www.congress.gov/bill/118th-congress/house-bill/401,"118th Congress (2023-2024)","American Science First Act",,"Allen, Rick W. [Rep.-R-GA-12]",,01/20/2023,0,,,"House - Science, Space, and Technology","Referred to the House Committee on Science, Space, and Technology.",01/20/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Research administration and funding","Foreign and international corporations",China,Asia,"Military procurement, research, weapons development","Science, Technology, Communications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>American Science First Act</strong></p> <p>This bill prohibits the National Science Foundation (NSF) from providing grants or other forms of assistance to certain foreign individuals and entities. Specifically, the NSF may not support any individual or entity that is affiliated or otherwise has a relationship, including but not limited to a research partnership, joint venture, or contract, with</p> <ul> <li>an entity included on the entity list under the Export Administration Regulations, which identifies foreign entities subject to license requirements for the export, reexport, or transfer of certain items;</li> <li>a Chinese military company operating in the United States or any of its territories or possessions on the list required under the Strom Thurmond National Defense Authorization Act for Fiscal Year 1999, or required under the Mac Thornberry National Defense Authorization Act for Fiscal Year 2021, or any successor list; or</li> <li>any parent, subsidiary, affiliate of, or entity owned by or controlled by any such entity.</li> </ul>"
"H.R. 400",https://www.congress.gov/bill/118th-congress/house-bill/400,"118th Congress (2023-2024)","Investing in Main Street Act of 2023",,"Chu, Judy [Rep.-D-CA-28]",,01/20/2023,3,,,"House - Small Business | Senate - Banking, Housing, and Urban Affairs","Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",01/26/2023,"Garbarino, Andrew R. [Rep.-R-NY-2]","James, John [Rep.-R-MI-10]","Thanedar, Shri [Rep.-D-MI-13]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,"Banking and financial institutions regulation","Small business","Bank accounts, deposits, capital","Business investment and capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Investing in Main Street Act of 2023</b></p> <p>This bill authorizes certain banking entities to invest up to 15% of their capital and surplus in one or more small business investment companies (SBICs) or in any entity established to invest solely in SBICs. The current limit is 5%.</p>"
"H.R. 399",https://www.congress.gov/bill/118th-congress/house-bill/399,"118th Congress (2023-2024)","Small Business Advocacy Improvements Act of 2023",,"Luetkemeyer, Blaine [Rep.-R-MO-3]",,01/20/2023,2,,,"House - Small Business | Senate - Small Business and Entrepreneurship","Received in the Senate and Read twice and referred to the Committee on Small Business and Entrepreneurship.",01/26/2023,"Carter, Troy [Rep.-D-LA-2]","Mfume, Kweisi [Rep.-D-MD-7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,"Executive agency funding and structure","Small business","Small Business Administration","Economic performance and conditions","Competitiveness, trade promotion, trade deficits","Veterans' education, employment, rehabilitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Small Business Advocacy Improvements Act of 2023</b></p> <p>This bill expands the primary functions and additional duties of the Office of Advocacy of the Small Business Administration to include (1) examining the role of small businesses in the international economy, and (2) representing the views and interests of small businesses before foreign governments and international entities to contribute to regulatory and trade initiatives that may affect small businesses.</p>"
"H.R. 398",https://www.congress.gov/bill/118th-congress/house-bill/398,"118th Congress (2023-2024)","Protecting Life and Integrity in Research Act of 2023",,"Luetkemeyer, Blaine [Rep.-R-MO-3]",,01/20/2023,44,,,"House - Energy and Commerce","Referred to the House Committee on Energy and Commerce.",01/20/2023,"Carl, Jerry L. [Rep.-R-AL-1]","Self, Keith [Rep.-R-TX-3]","Kustoff, David [Rep.-R-TN-8]","Alford, Mark [Rep.-R-MO-4]","Grothman, Glenn [Rep.-R-WI-6]","Lamborn, Doug [Rep.-R-CO-5]","Williams, Roger [Rep.-R-TX-25]","Johnson, Bill [Rep.-R-OH-6]","Mooney, Alexander X. [Rep.-R-WV-2]","Duncan, Jeff [Rep.-R-SC-3]","Graves, Garret [Rep.-R-LA-6]","Kelly, Trent [Rep.-R-MS-1]","Arrington, Jodey C. [Rep.-R-TX-19]","Johnson, Mike [Rep.-R-LA-4]","Feenstra, Randy [Rep.-R-IA-4]","Gaetz, Matt [Rep.-R-FL-1]","Rosendale Sr., Matthew M. [Rep.-R-MT-2]","Cloud, Michael [Rep.-R-TX-27]","Clyde, Andrew S. [Rep.-R-GA-9]","Smith, Christopher H. [Rep.-R-NJ-4]","Weber, Randy K., Sr. [Rep.-R-TX-14]","Posey, Bill [Rep.-R-FL-8]","Miller, Mary E. [Rep.-R-IL-15]","Ellzey, Jake [Rep.-R-TX-6]","Santos, George [Rep.-R-NY-3]","Jackson, Ronny [Rep.-R-TX-13]","De La Cruz, Monica [Rep.-R-TX-15]","Ezell, Mike [Rep.-R-MS-4]","Allen, Rick W. [Rep.-R-GA-12]","Joyce, John [Rep.-R-PA-13]","Wenstrup, Brad R. [Rep.-R-OH-2]","Burlison, Eric [Rep.-R-MO-7]","Stauber, Pete [Rep.-R-MN-8]","Guest, Michael [Rep.-R-MS-3]","Babin, Brian [Rep.-R-TX-36]","Lesko, Debbie [Rep.-R-AZ-8]","Cline, Ben [Rep.-R-VA-6]","Boebert, Lauren [Rep.-R-CO-3]","Guthrie, Brett [Rep.-R-KY-2]","Rogers, Harold [Rep.-R-KY-5]","Bost, Mike [Rep.-R-IL-12]","LaTurner, Jake [Rep.-R-KS-2]","Latta, Robert E. [Rep.-R-OH-5]","Fischbach, Michelle [Rep.-R-MN-7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Protecting Life and Integrity in Research Act of </strong><b>2023</b></p> <p>This bill restricts research that uses human fetal tissue from an induced abortion.</p> <p>Specifically, it prohibits the Department of Health and Human Services from conducting or supporting such research. Additionally, the bill applies requirements on the research of transplantation of fetal tissue for therapeutic purposes to research on fetal tissue in general.</p> <p>The bill also prohibits soliciting or acquiring a donation of human fetal tissue from an induced abortion, other than for purposes of an autopsy or burial.</p>"
"H.R. 397",https://www.congress.gov/bill/118th-congress/house-bill/397,"118th Congress (2023-2024)","To require the evaluation of Federal agencies and programs for duplicative, wasteful, or outdated functions, and to recommend the elimination or realignment of such functions, and for other purposes.",,"Van Duyne, Beth [Rep.-R-TX-24]",,01/17/2023,2,,,"House - Oversight and Accountability, Rules","Referred to the Committee on Oversight and Accountability, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",01/17/2023,"Finstad, Brad [Rep.-R-MN-1]","Carter, Earl L. ""Buddy"" [Rep.-R-GA-1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 396",https://www.congress.gov/bill/118th-congress/house-bill/396,"118th Congress (2023-2024)","Closing the Bump Stock Loophole Act of 2023",,"Titus, Dina [Rep.-D-NV-1]",,01/17/2023,76,,,"House - Ways and Means, Judiciary","Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",01/17/2023,"Cicilline, David N. [Rep.-D-RI-1]","DeGette, Diana [Rep.-D-CO-1]","Gottheimer, Josh [Rep.-D-NJ-5]","Scholten, Hillary J. [Rep.-D-MI-3]","Lynch, Stephen F. [Rep.-D-MA-8]","Higgins, Brian [Rep.-D-NY-26]","Hoyle, Val T. [Rep.-D-OR-4]","Ross, Deborah K. [Rep.-D-NC-2]","Wilson, Frederica S. [Rep.-D-FL-24]","Ocasio-Cortez, Alexandria [Rep.-D-NY-14]","Schakowsky, Janice D. [Rep.-D-IL-9]","Cartwright, Matt [Rep.-D-PA-8]","Connolly, Gerald E. [Rep.-D-VA-11]","Correa, J. Luis [Rep.-D-CA-46]","Hayes, Jahana [Rep.-D-CT-5]","Goldman, Daniel S. [Rep.-D-NY-10]","Kelly, Robin L. [Rep.-D-IL-2]","Carson, Andre [Rep.-D-IN-7]","Bowman, Jamaal [Rep.-D-NY-16]","Plaskett, Stacey E. [Del.-D-VI-At Large]","Balint, Becca [Rep.-D-VT-At Large]","Allred, Colin Z. [Rep.-D-TX-32]","Kim, Andy [Rep.-D-NJ-3]","Espaillat, Adriano [Rep.-D-NY-13]","Stansbury, Melanie Ann [Rep.-D-NM-1]","Brown, Shontel M. [Rep.-D-OH-11]","Pettersen, Brittany [Rep.-D-CO-7]","Sánchez, Linda T. [Rep.-D-CA-38]","Fitzpatrick, Brian K. [Rep.-R-PA-1]","Kildee, Daniel T. [Rep.-D-MI-8]","Horsford, Steven [Rep.-D-NV-4]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","Garamendi, John [Rep.-D-CA-8]","Bonamici, Suzanne [Rep.-D-OR-1]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Tokuda, Jill N. [Rep.-D-HI-2]","Beatty, Joyce [Rep.-D-OH-3]","Cleaver, Emanuel [Rep.-D-MO-5]","Payne, Donald M., Jr. [Rep.-D-NJ-10]","Tlaib, Rashida [Rep.-D-MI-12]","Moulton, Seth [Rep.-D-MA-6]","Barragan, Nanette Diaz [Rep.-D-CA-44]","Carter, Troy [Rep.-D-LA-2]","Brownley, Julia [Rep.-D-CA-26]","Davis, Danny K. [Rep.-D-IL-7]","Doggett, Lloyd [Rep.-D-TX-37]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Stevens, Haley M. [Rep.-D-MI-11]","Smith, Adam [Rep.-D-WA-9]","Cohen, Steve [Rep.-D-TN-9]","DeSaulnier, Mark [Rep.-D-CA-10]","Garcia, Sylvia R. [Rep.-D-TX-29]","Auchincloss, Jake [Rep.-D-MA-4]","Soto, Darren [Rep.-D-FL-9]","Lee, Barbara [Rep.-D-CA-12]","Cherfilus-McCormick, Sheila [Rep.-D-FL-20]","Ivey, Glenn [Rep.-D-MD-4]","Craig, Angie [Rep.-D-MN-2]","Himes, James A. [Rep.-D-CT-4]","Scanlon, Mary Gay [Rep.-D-PA-5]","Crow, Jason [Rep.-D-CO-6]","Boyle, Brendan F. [Rep.-D-PA-2]","Mullin, Kevin [Rep.-D-CA-15]","Raskin, Jamie [Rep.-D-MD-8]","Neguse, Joe [Rep.-D-CO-2]","Jacobs, Sara [Rep.-D-CA-51]","Blumenauer, Earl [Rep.-D-OR-3]","Green, Al [Rep.-D-TX-9]","Morelle, Joseph D. [Rep.-D-NY-25]","Phillips, Dean [Rep.-D-MN-3]","McGovern, James P. [Rep.-D-MA-2]","DelBene, Suzan K. [Rep.-D-WA-1]","Garcia, Robert [Rep.-D-CA-42]","Quigley, Mike [Rep.-D-IL-5]","Castor, Kathy [Rep.-D-FL-14]","Magaziner, Seth [Rep.-D-RI-2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Firearms and explosives","Licensing and registrations","Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong></strong><b>Closing the Bump Stock Loophole Act of 2023 </b></p> <p>This bill subjects bump stocks to regulation under federal firearms laws.</p> <p>Specifically, the bill adds bump stocks to the list of firearms subject to regulation (e.g., registration and licensing requirements) under the National Firearms Act. Additionally, it includes bump stocks in the list of firearms subject to regulation (e.g., background check requirements) under the Gun Control Act of 1968. </p>"
"H.R. 395",https://www.congress.gov/bill/118th-congress/house-bill/395,"118th Congress (2023-2024)","Time of Service Act",,"Steube, W. Gregory [Rep.-R-FL-17]",,01/17/2023,1,,,"House - Veterans' Affairs","Referred to the Subcommittee on Economic Opportunity.",02/08/2023,"Tiffany, Thomas P. [Rep.-R-WI-7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Time of Service Act</strong></p> <p>This bill adjusts the time limitation on the use of a veteran's educational assistance entitlement under the Post-9/11 GI Bill. Specifically, veterans' entitlements shall not expire for those who were discharged or released from active duty on or after January 1, 2001.<br> </p>"
"H.R. 394",https://www.congress.gov/bill/118th-congress/house-bill/394,"118th Congress (2023-2024)","Veterans Cannabis Use for Safe Healing Act",,"Steube, W. Gregory [Rep.-R-FL-17]",,01/17/2023,4,,,"House - Veterans' Affairs","Referred to the Subcommittee on Health.",02/08/2023,"Vasquez, Gabe [Rep.-D-NM-2]","Titus, Dina [Rep.-D-NV-1]","Cohen, Steve [Rep.-D-TN-9]","Gaetz, Matt [Rep.-R-FL-1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Veterans Cannabis Use for Safe Healing Act</b></p> <p>This bill prohibits the Department of Veterans Affairs (VA) from denying a veteran any VA benefit due to participation in a state-approved marijuana program. For veterans participating in these approved programs, the VA must ensure its health care providers (1) discuss marijuana use with such veterans and adjust treatment plans accordingly, and (2) record such use in the veterans' medical records.</p> <p>Under the bill, the VA shall authorize physicians and other VA health care providers to provide recommendations to veterans who are residents of states with approved programs.</p>"
"H.R. 393",https://www.congress.gov/bill/118th-congress/house-bill/393,"118th Congress (2023-2024)","Modern GI Bill Act",,"Steube, W. Gregory [Rep.-R-FL-17]",,01/17/2023,3,,,"House - Veterans' Affairs","Referred to the Subcommittee on Economic Opportunity.",02/08/2023,"Reschenthaler, Guy [Rep.-R-PA-14]","Wittman, Robert J. [Rep.-R-VA-1]","Gaetz, Matt [Rep.-R-FL-1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Armed Forces and National Security","Government lending and loan guarantees","Higher education","Student aid and college costs","Veterans' education, employment, rehabilitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Modern GI Bill Act</b></p> <p>This bill authorizes individuals who are entitled to educational assistance under the Post-9/11 GI Bill to apply amounts of such assistance to repay federal student loans for up to 36 months. </p> <p>The bill sets a cap and annual cost-of-living increases for the amount of educational assistance that may be paid to an individual under this bill during FY2024 and the following years.</p>"
