Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 1715,https://www.congress.gov/bill/114th-congress/senate-bill/1715,114th Congress (2015-2016),Mayflower Commemorative Coin Act,,"Hoeven, John [Sen.-R-ND]",,7/8/15,19,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",7/8/15,"King, Angus S., Jr. [Sen.-I-ME]","Ayotte, Kelly [Sen.-R-NH]","Graham, Lindsey [Sen.-R-SC]","Wicker, Roger F. [Sen.-R-MS]","Carper, Thomas R. [Sen.-D-DE]","Fischer, Deb [Sen.-R-NE]","Collins, Susan M. [Sen.-R-ME]","Durbin, Richard J. [Sen.-D-IL]","Burr, Richard [Sen.-R-NC]","Blunt, Roy [Sen.-R-MO]","Shaheen, Jeanne [Sen.-D-NH]","Boozman, John [Sen.-R-AR]","Peters, Gary C. [Sen.-D-MI]","Whitehouse, Sheldon [Sen.-D-RI]","Isakson, Johnny [Sen.-R-GA]","Coons, Christopher A. [Sen.-D-DE]","Roberts, Pat [Sen.-R-KS]","Heitkamp, Heidi [Sen.-D-ND]","Schatz, Brian [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currency,U.S. history,Massachusetts,Finance and Financial Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1718,https://www.congress.gov/bill/114th-congress/senate-bill/1718,114th Congress (2015-2016),Four Rationers Repeal Act of 2015,,"Roberts, Pat [Sen.-R-KS]",,7/8/15,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,7/8/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health promotion and preventive care,Medicaid,Medical research,Medicare,Minority health,Advisory bodies,Health programs administration and funding,Department of Health and Human Services,Executive agency funding and structure,Genetics,Health,Health care costs and insurance,Health information and medical records,Health care coverage and access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1719,https://www.congress.gov/bill/114th-congress/senate-bill/1719,114th Congress (2015-2016),RAISE Family Caregivers Act,,"Collins, Susan M. [Sen.-R-ME]",,7/8/15,11,,,"House - Education and the Workforce | Senate - Health, Education, Labor, and Pensions",Referred to the House Committee on Education and the Workforce.,12/9/15,"Mikulski, Barbara A. [Sen.-D-MD]","Bennet, Michael F. [Sen.-D-CO]","Ayotte, Kelly [Sen.-R-NH]","Baldwin, Tammy [Sen.-D-WI]","Klobuchar, Amy [Sen.-D-MN]","Coons, Christopher A. [Sen.-D-DE]","Capito, Shelley Moore [Sen.-R-WV]","Murkowski, Lisa [Sen.-R-AK]","Toomey, Patrick [Sen.-R-PA]","Franken, Al [Sen.-D-MN]","Murphy, Christopher [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disability and paralysis,Family services,Health,Health programs administration and funding,"Long-term, rehabilitative, and terminal care",Medicaid,Medicare,Aging,Advisory bodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1722,https://www.congress.gov/bill/114th-congress/senate-bill/1722,114th Congress (2015-2016),Salary Collection Regulatory Relief Act,,"Rounds, Mike [Sen.-R-SD]",,7/8/15,1,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S4930-4931)",7/8/15,"Cotton, Tom [Sen.-R-AR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance and Financial Sector,Wages and earnings,Securities,Government information and archives,Corporate finance and management,Business records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1724,https://www.congress.gov/bill/114th-congress/senate-bill/1724,114th Congress (2015-2016),Lake Tahoe Restoration Act of 2015,,"Heller, Dean [Sen.-R-NV]",,7/9/15,3,,,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 470.,5/18/16,"Reid, Harry [Sen.-D-NV]","Feinstein, Dianne [Sen.-D-CA]","Boxer, Barbara [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water quality,California,Environmental Protection,Lakes and rivers,Land transfers,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1725,https://www.congress.gov/bill/114th-congress/senate-bill/1725,114th Congress (2015-2016),"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2016",,"Graham, Lindsey [Sen.-R-SC]",,7/9/15,0,,,Senate - Appropriations,Placed on Senate Legislative Calendar under General Orders. Calendar No. 144.,7/9/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriations,Arab-Israeli relations,Arms control and nonproliferation,Asia,Aviation and airports,Bahrain,Bangladesh,Belize,Bolivia,Border security and unlawful immigration,Broadcasting Board of Governors,Burma,Cambodia,Cameroon,Caribbean area,Central African Republic,Chad,User charges and fees,Uzbekistan,Venezuela,Visas and passports,"War crimes, genocide, crimes against humanity",Water use and supply,West Bank,Western Hemisphere,Wildlife conservation and habitat protection,Women's education,Women's rights,"Criminal investigation, prosecution, interrogation",Cuba,Child health,Child safety and welfare,China,Climate change and greenhouse gases,Colombia,Conflicts and wars,Congressional oversight,Costa Rica,Crime victims,Crimes against children,Crimes against women,Labor standards,Land use and conservation,Latin America,Lebanon,Libya,Cultural exchanges and relations,Dams and canals,Department of State,Department of the Treasury,"Diplomacy, foreign officials, Americans abroad",Disability and paralysis,Disaster relief and insurance,Drug trafficking and controlled substances,"Drug, alcohol, tobacco use",Ecuador,Egypt,"Elections, voting, political campaign regulation",Electric power generation and transmission,Elementary and secondary education,Employment discrimination and employee rights,Endangered and threatened species,Environmental technology,Ethiopia,Europe,Executive agency funding and structure,Export-Import Bank of the United States,Family planning and birth control,"Food supply, safety, and labeling",Foreign aid and international relief,Foreign and international banking,Foreign loans and debt,Gaza Strip,"Government ethics and transparency, public corruption",Government trust funds,Guatemala,HIV/AIDS,Haiti,Higher education,Historic sites and heritage areas,Honduras,Hong Kong,Human rights,Human trafficking,Immunology and vaccination,Infectious and parasitic diseases,"Intelligence activities, surveillance, classified information",Inter-American Foundation,International Affairs,International exchange and broadcasting,International law and treaties,International organizations and cooperation,Internet and video services,Iran,Iraq,Israel,Jordan,Military operations and strategy,Mining,"Marine and coastal resources, fisheries",Medical research,Mexico,Middle East,"Military assistance, sales, and agreements",Military education and training,Abortion,Accounting and auditing,Afghanistan,Africa,African Development Foundation,Morocco,Multilateral development programs,Natural disasters,Nepal,Nicaragua,Niger,Nigeria,North Korea,Nuclear weapons,Overseas Private Investment Corporation (OPIC),Pakistan,Palestinians,Panama,Peace Corps,Political movements and philosophies,Protection of officials,Public contracts and procurement,Racial and ethnic relations,Reconstruction and stabilization,"Refugees, asylum, displaced persons",Religion,Rule of law and government transparency,Russia,Rwanda,Seafood,Serbia,Sex and reproductive health,"Sex, gender, sexual orientation discrimination",Small business,Smuggling and trafficking,Solid waste and recycling,Somalia,South Sudan,"Sovereignty, recognition, national governance and status",Spacecraft and satellites,Sri Lanka,Student aid and college costs,Sudan,Syria,Taiwan,Terrorism,Tibet,Trade and Development Agency,Travel and tourism,U.S. Agency for International Development (USAID),U.S. Commission on International Religious Freedom,U.S. Institute of Peace,U.S. and foreign investments,Ukraine,Unemployment,United Nations,World health,Yemen,Zimbabwe,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1728,https://www.congress.gov/bill/114th-congress/senate-bill/1728,114th Congress (2015-2016),Access to Court Challenges for Exempt Status Seekers (ACCESS) Act of 2015,,"Coats, Daniel [Sen.-R-IN]",,7/9/15,1,,,Senate - Finance,Read twice and referred to the Committee on Finance.,7/9/15,"Roberts, Pat [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Tax-exempt organizations,Judicial review and appeals,"Tax administration and collection, taxpayers",Civil actions and liability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1732,https://www.congress.gov/bill/114th-congress/senate-bill/1732,114th Congress (2015-2016),Comprehensive Transportation and Consumer Protection Act of 2015,,"Thune, John [Sen.-R-SD]",,7/9/15,2,,,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 478.,5/23/16,"Moran, Jerry [Sen.-R-KS]","Fischer, Deb [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation and Public Works,Transportation employees,Transportation programs funding,Transportation safety and security,Travel and tourism,Urban and suburban affairs and development,"Veterans' education, employment, rehabilitation","Environmental assessment, monitoring, research",Florida,Food industry and services,General agriculture matters,Government information and archives,Government lending and loan guarantees,Government studies and investigations,Government trust funds,Hazardous wastes and toxic substances,Historic sites and heritage areas,Infrastructure development,Intergovernmental relations,Land use and conservation,Law enforcement officers,Lease and rental services,Licensing and registrations,Louisiana,Marketing and advertising,Maryland,Massachusetts,Minority and disadvantaged businesses,Mississippi,Motor carriers,Motor fuels,Motor vehicles,National Railroad Passenger Corporation (Amtrak),National Transportation Safety Board (NTSB),"Navigation, waterways, harbors",New Jersey,New York City,Oil and gas,Pennsylvania,Performance measurement,Personnel records,Public contracts and procurement,Railroads,Regional and metropolitan planning,Research administration and funding,Research and development,Rhode Island,Right of privacy,Roads and highways,Rural conditions and development,Small business,State and local government operations,Accidents,Administrative law and regulatory procedures,Advisory bodies,Alabama,Animal protection and human-animal relationships,Congressional oversight,Connecticut,Corporate finance and management,Delaware,Department of Transportation,Disaster relief and insurance,District of Columbia,"Drug safety, medical device, and laboratory regulation","Drug, alcohol, tobacco use",Economic development,Emergency communications systems,Employee hiring,Telephone and wireless communication,Product safety and quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1734,https://www.congress.gov/bill/114th-congress/senate-bill/1734,114th Congress (2015-2016),Expedite Transit Act of 2015,,"Kirk, Mark Steven [Sen.-R-IL]",,7/9/15,0,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",7/9/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public transit,Transportation and Public Works,Transportation programs funding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1741,https://www.congress.gov/bill/114th-congress/senate-bill/1741,114th Congress (2015-2016),TESR Act,,"Graham, Lindsey [Sen.-R-SC]",,7/9/15,2,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",7/9/15,"Brown, Sherrod [Sen.-D-OH]","Wicker, Roger F. [Sen.-R-MS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative law and regulatory procedures,Consumer affairs,Department of Transportation,Energy efficiency and conservation,Government information and archives,Motor vehicles,Product safety and quality,Retail and wholesale trades,Transportation and Public Works,Transportation safety and security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1744,https://www.congress.gov/bill/114th-congress/senate-bill/1744,114th Congress (2015-2016),Chattahoochee-Oconee National Forest Land Adjustment Act of 2015,,"Perdue, David [Sen.-R-GA]",,7/9/15,1,,,"Senate - Agriculture, Nutrition, and Forestry","Committee on Agriculture, Nutrition, and Forestry. Hearings held.",7/16/15,"Isakson, Johnny [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forests, forestry, trees",Georgia,Land transfers,Public Lands and Natural Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1752,https://www.congress.gov/bill/114th-congress/senate-bill/1752,114th Congress (2015-2016),Criminal Alien Deportation Act,,"McCain, John [Sen.-R-AZ]",,7/13/15,1,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,7/13/15,"Flake, Jeff [Sen.-R-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Justice,Detention of persons,"Government employee pay, benefits, personnel management",Immigration,Immigration status and procedures,Judges,Lawyers and legal services,Administrative remedies,Border security and unlawful immigration,Congressional oversight,"Criminal investigation, prosecution, interrogation",Department of Homeland Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1757,https://www.congress.gov/bill/114th-congress/senate-bill/1757,114th Congress (2015-2016),AIM Act of 2015,,"Portman, Rob [Sen.-R-OH]",,7/14/15,5,,,Senate - Finance,Read twice and referred to the Committee on Finance.,7/14/15,"Thune, John [Sen.-R-SD]","Bennet, Michael F. [Sen.-D-CO]","Heinrich, Martin [Sen.-D-NM]","Roberts, Pat [Sen.-R-KS]","Moran, Jerry [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicare,"Drug safety, medical device, and laboratory regulation",Department of Health and Human Services,Administrative law and regulatory procedures,Health information and medical records,"Health technology, devices, supplies",Health care coverage and access,Health,Government information and archives,Food and Drug Administration (FDA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1758,https://www.congress.gov/bill/114th-congress/senate-bill/1758,114th Congress (2015-2016),Control Unlawful Fugitive Felons Act of 2015,,"Coats, Daniel [Sen.-R-IN]",,7/14/15,0,,,Senate - Finance,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S5153-5154),7/14/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Criminal investigation, prosecution, interrogation",Social Welfare,Veterans' pensions and compensation,Poverty and welfare assistance,Law enforcement administration and funding,Government information and archives,Criminal justice information and records,Social security and elderly assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1762,https://www.congress.gov/bill/114th-congress/senate-bill/1762,114th Congress (2015-2016),Establishing Mandatory Minimums for Illegal Reentry Act of 2015,,"Cruz, Ted [Sen.-R-TX]",,7/14/15,2,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,7/14/15,"Perdue, David [Sen.-R-GA]","Grassley, Chuck [Sen.-R-IA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Border security and unlawful immigration,Criminal procedure and sentencing,Immigration,Immigration status and procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 1764,https://www.congress.gov/bill/114th-congress/senate-bill/1764,114th Congress (2015-2016),PACT Act,,"Paul, Rand [Sen.-R-KY]",,7/14/15,0,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,7/14/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Border security and unlawful immigration,Detention of persons,Homeland security,Immigration,Intergovernmental relations,Law enforcement administration and funding,State and local government operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
