Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 3325,https://www.congress.gov/bill/117th-congress/senate-bill/3325,117th Congress (2021-2022),MUSIC Act,,"Blackburn, Marsha [Sen.-R-TN]",,12/7/21,7,,,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,12/7/21,"Booker, Cory A. [Sen.-D-NJ]","Klobuchar, Amy [Sen.-D-MN]","Cortez Masto, Catherine [Sen.-D-NV]","Hagerty, Bill [Sen.-R-TN]","Warnock, Raphael G. [Sen.-D-GA]","Cornyn, John [Sen.-R-TX]","Rosen, Jacky [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Appropriations,Lease and rental services,Small business,Cardiovascular and respiratory health,Infectious and parasitic diseases,"Museums, exhibitions, cultural centers",Music,Performing arts,Emergency medical services and trauma care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3326,https://www.congress.gov/bill/117th-congress/senate-bill/3326,117th Congress (2021-2022),Strengthening Protections Against Chinese Printed Circuit Boards Act,,"Hawley, Josh [Sen.-R-MO]",,12/7/21,0,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,12/7/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3329,https://www.congress.gov/bill/117th-congress/senate-bill/3329,117th Congress (2021-2022),CBP Donations Acceptance Program Reauthorization Act,,"Cornyn, John [Sen.-R-TX]",,12/7/21,2,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,12/7/21,"Sinema, Kyrsten [Sen.-D-AZ]","Heinrich, Martin [Sen.-D-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign Trade and International Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3332,https://www.congress.gov/bill/117th-congress/senate-bill/3332,117th Congress (2021-2022),Let States Innovate Under Medicaid Act,,"Braun, Mike [Sen.-R-IN]",,12/7/21,6,,,Senate - Finance,Read twice and referred to the Committee on Finance.,12/7/21,"Rounds, Mike [Sen.-R-SD]","Inhofe, James M. [Sen.-R-OK]","Young, Todd [Sen.-R-IN]","Blackburn, Marsha [Sen.-R-TN]","Romney, Mitt [Sen.-R-UT]","Hagerty, Bill [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3334,https://www.congress.gov/bill/117th-congress/senate-bill/3334,117th Congress (2021-2022),National Liberty Memorial Preservation Act,,"Grassley, Chuck [Sen.-R-IA]",,12/8/21,3,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,5/11/22,"Peters, Gary C. [Sen.-D-MI]","Murphy, Christopher [Sen.-D-CT]","Casey, Robert P., Jr. [Sen.-D-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Lands and Natural Resources,Racial and ethnic relations,Monuments and memorials,District of Columbia,U.S. history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3335,https://www.congress.gov/bill/117th-congress/senate-bill/3335,117th Congress (2021-2022),Robocall Trace Back Enhancement Act,,"Thune, John [Sen.-R-SD]",,12/8/21,9,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (text: CR S9047-9048)",12/8/21,"Sullivan, Dan [Sen.-R-AK]","Markey, Edward J. [Sen.-D-MA]","Klobuchar, Amy [Sen.-D-MN]","Fischer, Deb [Sen.-R-NE]","Moran, Jerry [Sen.-R-KS]","Warnock, Raphael G. [Sen.-D-GA]","Hickenlooper, John W. [Sen.-D-CO]","Lujan, Ben Ray [Sen.-D-NM]","Collins, Susan M. [Sen.-R-ME]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Science, Technology, Communications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3336,https://www.congress.gov/bill/117th-congress/senate-bill/3336,117th Congress (2021-2022),HALT Fentanyl Act,,"Cassidy, Bill [Sen.-R-LA]",,12/8/21,2,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,12/8/21,"Marshall, Roger [Sen.-R-KS]","Burr, Richard [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Licensing and registrations,Drug trafficking and controlled substances,Department of Justice,Research administration and funding,Administrative law and regulatory procedures,Crime and Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3338,https://www.congress.gov/bill/117th-congress/senate-bill/3338,117th Congress (2021-2022),Ste. Genevieve National Historical Park Boundary Revision Act,,"Blunt, Roy [Sen.-R-MO]",,12/8/21,1,,,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 510.,9/27/22,"Hawley, Josh [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Lands and Natural Resources,"Parks, recreation areas, trails",Missouri,Historic sites and heritage areas,Geography and mapping,Land transfers,Congressional oversight,Government studies and investigations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3341,https://www.congress.gov/bill/117th-congress/senate-bill/3341,117th Congress (2021-2022),VA Electronic Health Record Transparency Act of 2021,,"Moran, Jerry [Sen.-R-KS]",,12/8/21,16,,,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,12/8/21,"Hassan, Margaret Wood [Sen.-D-NH]","Brown, Sherrod [Sen.-D-OH]","Blumenthal, Richard [Sen.-D-CT]","Murray, Patty [Sen.-D-WA]","Hirono, Mazie K. [Sen.-D-HI]","Manchin, Joe, III [Sen.-D-WV]","Tester, Jon [Sen.-D-MT]","Cassidy, Bill [Sen.-R-LA]","Boozman, John [Sen.-R-AR]","Rounds, Mike [Sen.-R-SD]","Tillis, Thomas [Sen.-R-NC]","Sullivan, Dan [Sen.-R-AK]","Blackburn, Marsha [Sen.-R-TN]","Cramer, Kevin [Sen.-R-ND]","Braun, Mike [Sen.-R-IN]","Sinema, Kyrsten [Sen.-D-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Health care quality,Health information and medical records,Health programs administration and funding,Appropriations,Department of Veterans Affairs,"Government employee pay, benefits, personnel management",Performance measurement,Veterans' medical care,Congressional oversight,Health facilities and institutions,Executive agency funding and structure,Health care costs and insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3344,https://www.congress.gov/bill/117th-congress/senate-bill/3344,117th Congress (2021-2022),Protecting the American Taxpayer and Medicare Act,,"Kennedy, John [Sen.-R-LA]",,12/8/21,12,,,Senate - Finance,Read twice and referred to the Committee on Finance.,12/8/21,"Sullivan, Dan [Sen.-R-AK]","Graham, Lindsey [Sen.-R-SC]","Boozman, John [Sen.-R-AR]","Hoeven, John [Sen.-R-ND]","Rubio, Marco [Sen.-R-FL]","Scott, Tim [Sen.-R-SC]","Cotton, Tom [Sen.-R-AR]","Blackburn, Marsha [Sen.-R-TN]","Hawley, Josh [Sen.-R-MO]","Scott, Rick [Sen.-R-FL]","Hagerty, Bill [Sen.-R-TN]","Marshall, Roger [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative law and regulatory procedures,Department of Health and Human Services,Health care quality,Budget deficits and national debt,Health,Cancer,Congressional oversight,Health care costs and insurance,Budget process,Health personnel,Health programs administration and funding,Medicare,Radiation,Health care coverage and access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3345,https://www.congress.gov/bill/117th-congress/senate-bill/3345,117th Congress (2021-2022),Protecting Ballot Measures from Foreign Influence Act,,"Rubio, Marco [Sen.-R-FL]",,12/8/21,1,,,Senate - Rules and Administration,Read twice and referred to the Committee on Rules and Administration.,12/8/21,"Warner, Mark R. [Sen.-D-VA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3347,https://www.congress.gov/bill/117th-congress/senate-bill/3347,117th Congress (2021-2022),Masih Alinejad HUNT Act of 2021,,"Toomey, Patrick [Sen.-R-PA]",,12/8/21,10,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,12/8/21,"Kaine, Tim [Sen.-D-VA]","Blackburn, Marsha [Sen.-R-TN]","Scott, Tim [Sen.-R-SC]","Gillibrand, Kirsten E. [Sen.-D-NY]","Cardin, Benjamin L. [Sen.-D-MD]","Rosen, Jacky [Sen.-D-NV]","Coons, Christopher A. [Sen.-D-DE]","Peters, Gary C. [Sen.-D-MI]","Hyde-Smith, Cindy [Sen.-R-MS]","Hagerty, Bill [Sen.-R-TN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3349,https://www.congress.gov/bill/117th-congress/senate-bill/3349,117th Congress (2021-2022),Streamlining EIDL Act,,"Risch, James E. [Sen.-R-ID]",,12/9/21,8,,,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,12/9/21,"Warnock, Raphael G. [Sen.-D-GA]","Cortez Masto, Catherine [Sen.-D-NV]","Kennedy, John [Sen.-R-LA]","Hickenlooper, John W. [Sen.-D-CO]","Marshall, Roger [Sen.-R-KS]","Scott, Tim [Sen.-R-SC]","Shaheen, Jeanne [Sen.-D-NH]","Crapo, Mike [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small business,Wages and earnings,Infectious and parasitic diseases,Government studies and investigations,Government lending and loan guarantees,Government information and archives,Fraud offenses and financial crimes,Emergency medical services and trauma care,Disaster relief and insurance,Crime victims,Congressional oversight,Computer security and identity theft,Cardiovascular and respiratory health,Business expenses,Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3353,https://www.congress.gov/bill/117th-congress/senate-bill/3353,117th Congress (2021-2022),Domestic Energy Crisis Relief Act,,"Hyde-Smith, Cindy [Sen.-R-MS]",,12/9/21,0,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",12/9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gulf of Mexico,International law and treaties,International organizations and cooperation,Land use and conservation,Licensing and registrations,Manufacturing,"Marine and coastal resources, fisheries",Mining,Montana,Oil and gas,Pipelines,"Presidents and presidential powers, Vice Presidents",Russia,Sanctions,Securities,Government studies and investigations,"Government employee pay, benefits, personnel management",Germany,Europe,Energy revenues and royalties,Energy prices,Employee hiring,Congressional oversight,State and local finance,Commodities markets,Climate change and greenhouse gases,Canada,Buy American requirements,Air quality,Administrative law and regulatory procedures,Energy,Commodity Futures Trading Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3354,https://www.congress.gov/bill/117th-congress/senate-bill/3354,117th Congress (2021-2022),"A bill to delay the implementation of a rule relating to the importation of sheep and goats and products derived from sheep and goats, and for other purposes.",,"Barrasso, John [Sen.-R-WY]",,12/9/21,10,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",12/9/21,"Cruz, Ted [Sen.-R-TX]","Thune, John [Sen.-R-SD]","Tester, Jon [Sen.-D-MT]","Hoeven, John [Sen.-R-ND]","Daines, Steve [Sen.-R-MT]","Rounds, Mike [Sen.-R-SD]","Smith, Tina [Sen.-D-MN]","Cramer, Kevin [Sen.-R-ND]","Lummis, Cynthia M. [Sen.-R-WY]","Marshall, Roger [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture and Food,Department of Agriculture,Congressional oversight,Livestock,Emergency medical services and trauma care,Meat,Agricultural trade,Trade restrictions,Veterinary medicine and animal diseases,Infectious and parasitic diseases,Animal and plant health,Cardiovascular and respiratory health,Agricultural marketing and promotion,Administrative law and regulatory procedures,Government studies and investigations,"Competitiveness, trade promotion, trade deficits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3355,https://www.congress.gov/bill/117th-congress/senate-bill/3355,117th Congress (2021-2022),DEEP Act,,"Lee, Mike [Sen.-R-UT]",,12/9/21,0,,,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,12/9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3363,https://www.congress.gov/bill/117th-congress/senate-bill/3363,117th Congress (2021-2022),"A bill to designate the facility of the United States Postal Service located at 135 West Wisconsin Street in Russell, Kansas, as the ""Robert J. Dole Memorial Post Office Building"".",,"Moran, Jerry [Sen.-R-KS]",,12/9/21,1,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,12/9/21,"Marshall, Roger [Sen.-R-KS]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Congressional tributes,"Government buildings, facilities, and property",Kansas,Postal service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 3364,https://www.congress.gov/bill/117th-congress/senate-bill/3364,117th Congress (2021-2022),Respiratory Syncytial Virus (RSV) Impact Act,,"Kennedy, John [Sen.-R-LA]",,12/9/21,0,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",12/9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
