Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 2511,https://www.congress.gov/bill/117th-congress/senate-bill/2511,117th Congress (2021-2022),Revitalizing Downtowns Act,,"Stabenow, Debbie [Sen.-D-MI]",,7/28/21,3,,,Senate - Finance,Read twice and referred to the Committee on Finance.,7/28/21,"Padilla, Alex [Sen.-D-CA]","Peters, Gary C. [Sen.-D-MI]","Brown, Sherrod [Sen.-D-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2512,https://www.congress.gov/bill/117th-congress/senate-bill/2512,117th Congress (2021-2022),Supreme Court Ethics Act,,"Murphy, Christopher [Sen.-D-CT]",,7/28/21,30,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,7/28/21,"Bennet, Michael F. [Sen.-D-CO]","Leahy, Patrick J. [Sen.-D-VT]","Feinstein, Dianne [Sen.-D-CA]","Wyden, Ron [Sen.-D-OR]","Durbin, Richard J. [Sen.-D-IL]","Menendez, Robert [Sen.-D-NJ]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","Sanders, Bernard [Sen.-I-VT]","Merkley, Jeff [Sen.-D-OR]","Blumenthal, Richard [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]","Hirono, Mazie K. [Sen.-D-HI]","Markey, Edward J. [Sen.-D-MA]","Booker, Cory A. [Sen.-D-NJ]","Cortez Masto, Catherine [Sen.-D-NV]","Duckworth, Tammy [Sen.-D-IL]","Gillibrand, Kirsten E. [Sen.-D-NY]","Lujan, Ben Ray [Sen.-D-NM]","Smith, Tina [Sen.-D-MN]","Heinrich, Martin [Sen.-D-NM]","Van Hollen, Chris [Sen.-D-MD]","Rosen, Jacky [Sen.-D-NV]","Shaheen, Jeanne [Sen.-D-NH]","Hickenlooper, John W. [Sen.-D-CO]","Brown, Sherrod [Sen.-D-OH]","Cardin, Benjamin L. [Sen.-D-MD]","Carper, Thomas R. [Sen.-D-DE]","Peters, Gary C. [Sen.-D-MI]","Stabenow, Debbie [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2513,https://www.congress.gov/bill/117th-congress/senate-bill/2513,117th Congress (2021-2022),Brian Neuman Department of Veterans Affairs Clothing Allowance Improvement Act of 2021,,"Cortez Masto, Catherine [Sen.-D-NV]",,7/28/21,6,,,Senate - Veterans' Affairs,Committee on Veterans' Affairs. Ordered to be reported without amendment favorably.,12/15/21,"King, Angus S., Jr. [Sen.-I-ME]","Boozman, John [Sen.-R-AR]","Rosen, Jacky [Sen.-D-NV]","Cardin, Benjamin L. [Sen.-D-MD]","Kelly, Mark [Sen.-D-AZ]","Hirono, Mazie K. [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Musculoskeletal and skin diseases,"Health technology, devices, supplies",Disability assistance,Department of Veterans Affairs,Administrative remedies,Veterans' pensions and compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2515,https://www.congress.gov/bill/117th-congress/senate-bill/2515,117th Congress (2021-2022),EATS Act of 2021,,"Gillibrand, Kirsten E. [Sen.-D-NY]",,7/28/21,8,,,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",7/28/21,"Feinstein, Dianne [Sen.-D-CA]","Leahy, Patrick J. [Sen.-D-VT]","Sanders, Bernard [Sen.-I-VT]","Booker, Cory A. [Sen.-D-NJ]","Van Hollen, Chris [Sen.-D-MD]","Smith, Tina [Sen.-D-MN]","Padilla, Alex [Sen.-D-CA]","Casey, Robert P., Jr. [Sen.-D-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture and Food,Higher education,Food assistance and relief,Poverty and welfare assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2518,https://www.congress.gov/bill/117th-congress/senate-bill/2518,117th Congress (2021-2022),Military PFAS Testing Disclosure Act,,"Rosen, Jacky [Sen.-D-NV]",,7/28/21,1,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,7/28/21,"Rounds, Mike [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Government information and archives,Hazardous wastes and toxic substances,Military facilities and property,Public utilities and utility rates,Water quality,Water use and supply,"Environmental assessment, monitoring, research",National Guard and reserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2520,https://www.congress.gov/bill/117th-congress/senate-bill/2520,117th Congress (2021-2022),State and Local Government Cybersecurity Act of 2021,,"Peters, Gary C. [Sen.-D-MI]",,7/28/21,2,,,House - Homeland Security | Senate - Homeland Security and Governmental Affairs,Became Public Law No: 117-150.,6/21/22,"Rosen, Jacky [Sen.-D-NV]","Portman, Rob [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Management,State and local government operations,Federal-Indian relations,"Elections, voting, political campaign regulation",Technology assessment,Intergovernmental relations,Congressional oversight,Government information and archives,Computer security and identity theft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2521,https://www.congress.gov/bill/117th-congress/senate-bill/2521,117th Congress (2021-2022),SBIC Advisory Committee Act of 2022,,"Cardin, Benjamin L. [Sen.-D-MD]",,7/28/21,2,,,Senate - Small Business and Entrepreneurship,Message on Senate action sent to the House.,9/29/22,"Coons, Christopher A. [Sen.-D-DE]","Risch, James E. [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Advisory bodies,Business investment and capital,Congressional oversight,Minority and disadvantaged businesses,Poverty and welfare assistance,Rural conditions and development,Small business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2528,https://www.congress.gov/bill/117th-congress/senate-bill/2528,117th Congress (2021-2022),Journalist Protection Act,,"Blumenthal, Richard [Sen.-D-CT]",,7/29/21,1,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,7/29/21,"Menendez, Robert [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crime and Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2529,https://www.congress.gov/bill/117th-congress/senate-bill/2529,117th Congress (2021-2022),IGNITE American Innovation Act,,"Menendez, Robert [Sen.-D-NJ]",,7/29/21,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,7/29/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Emergency medical services and trauma care,Drug therapy,Medical research,Prescription drugs,Health promotion and preventive care,"Health technology, devices, supplies",Cardiovascular and respiratory health,Income tax deductions,Corporate finance and management,Income tax credits,Infectious and parasitic diseases,Medical tests and diagnostic methods,Business expenses,Research and development,Disability assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2531,https://www.congress.gov/bill/117th-congress/senate-bill/2531,117th Congress (2021-2022),Fair Drug Prices for Kids Act,,"Warner, Mark R. [Sen.-D-VA]",,7/29/21,1,,,Senate - Finance,Read twice and referred to the Committee on Finance.,7/29/21,"Booker, Cory A. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2532,https://www.congress.gov/bill/117th-congress/senate-bill/2532,117th Congress (2021-2022),Congressional Whistleblower Protection Act of 2021,,"Feinstein, Dianne [Sen.-D-CA]",,7/29/21,15,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs. (text: CR S5179-5180; Sponsor introductory remarks on measure: CR S5179),7/29/21,"Cortez Masto, Catherine [Sen.-D-NV]","Wyden, Ron [Sen.-D-OR]","Durbin, Richard J. [Sen.-D-IL]","Carper, Thomas R. [Sen.-D-DE]","Klobuchar, Amy [Sen.-D-MN]","Whitehouse, Sheldon [Sen.-D-RI]","Warner, Mark R. [Sen.-D-VA]","Bennet, Michael F. [Sen.-D-CO]","Blumenthal, Richard [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]","Hirono, Mazie K. [Sen.-D-HI]","Markey, Edward J. [Sen.-D-MA]","Van Hollen, Chris [Sen.-D-MD]","Ossoff, Jon [Sen.-D-GA]","Cardin, Benjamin L. [Sen.-D-MD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2533,https://www.congress.gov/bill/117th-congress/senate-bill/2533,117th Congress (2021-2022),Making Advances in Mammography and Medical Options for Veterans Act,,"Tester, Jon [Sen.-D-MT]",,7/29/21,5,,,Senate - Veterans' Affairs,Became Public Law No: 117-135.,6/7/22,"Stabenow, Debbie [Sen.-D-MI]","Collins, Susan M. [Sen.-R-ME]","Boozman, John [Sen.-R-AR]","Hirono, Mazie K. [Sen.-D-HI]","Coons, Christopher A. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armed Forces and National Security,Health care coverage and access,Veterans' medical care,Rural conditions and development,Neurological disorders,Minority health,Military personnel and dependents,Military medicine,Medical tests and diagnostic methods,Medical research,Cancer,Congressional oversight,Disability and paralysis,Genetics,Government studies and investigations,Women's health,Health care quality,Health facilities and institutions,Health information and medical records,"Health technology, devices, supplies",Home and outpatient care,Indian social and development programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2534,https://www.congress.gov/bill/117th-congress/senate-bill/2534,117th Congress (2021-2022),Expanded Transit Service Act,,"Ossoff, Jon [Sen.-D-GA]",,7/29/21,2,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",7/29/21,"Warnock, Raphael G. [Sen.-D-GA]","Padilla, Alex [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation and Public Works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2537,https://www.congress.gov/bill/117th-congress/senate-bill/2537,117th Congress (2021-2022),Affordable EVs for Working Families Act,,"Feinstein, Dianne [Sen.-D-CA]",,7/29/21,1,,,Senate - Finance,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S5180),7/29/21,"Padilla, Alex [Sen.-D-CA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motor vehicles,Income tax credits,"Hybrid, electric, and advanced technology vehicles",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2538,https://www.congress.gov/bill/117th-congress/senate-bill/2538,117th Congress (2021-2022),ALTO Reauthorization Act of 2021,,"Booker, Cory A. [Sen.-D-NJ]",,7/29/21,2,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",7/29/21,"Menendez, Robert [Sen.-D-NJ]","Capito, Shelley Moore [Sen.-R-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2539,https://www.congress.gov/bill/117th-congress/senate-bill/2539,117th Congress (2021-2022),School Bus Safety Act of 2021,,"Duckworth, Tammy [Sen.-D-IL]",,7/29/21,0,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",7/29/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation and Public Works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2541,https://www.congress.gov/bill/117th-congress/senate-bill/2541,117th Congress (2021-2022),Shadow Wolves Enhancement Act,,"Sinema, Kyrsten [Sen.-D-AZ]",,7/29/21,3,,,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 599.,12/7/22,"Kelly, Mark [Sen.-D-AZ]","Hassan, Margaret Wood [Sen.-D-NH]","Hoeven, John [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,Canada,Smuggling and trafficking,Mexico,Employee hiring,Human trafficking,Latin America,Border security and unlawful immigration,Department of Homeland Security,Arizona,Government studies and investigations,Indian lands and resources rights,Federal-Indian relations,"Government employee pay, benefits, personnel management",Congressional oversight,Law enforcement officers,"Criminal investigation, prosecution, interrogation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2544,https://www.congress.gov/bill/117th-congress/senate-bill/2544,117th Congress (2021-2022),Ryan Frascone Memorial Student Loan Relief Act of 2021,,"Smith, Tina [Sen.-D-MN]",,7/29/21,1,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",7/29/21,"Van Hollen, Chris [Sen.-D-MD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance and Financial Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2545,https://www.congress.gov/bill/117th-congress/senate-bill/2545,117th Congress (2021-2022),YALI Act of 2021,,"Van Hollen, Chris [Sen.-D-MD]",,7/29/21,1,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,7/29/21,"Rounds, Mike [Sen.-R-SD]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2546,https://www.congress.gov/bill/117th-congress/senate-bill/2546,117th Congress (2021-2022),Reef Safe Act of 2021,,"Merkley, Jeff [Sen.-D-OR]",,7/29/21,1,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",7/29/21,"Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2547,https://www.congress.gov/bill/117th-congress/senate-bill/2547,117th Congress (2021-2022),Digital Authenticity for Court Orders Act of 2021,,"Wyden, Ron [Sen.-D-OR]",,7/29/21,2,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,7/29/21,"Tillis, Thomas [Sen.-R-NC]","Whitehouse, Sheldon [Sen.-D-RI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2549,https://www.congress.gov/bill/117th-congress/senate-bill/2549,117th Congress (2021-2022),Mapping Housing Discrimination Act,,"Smith, Tina [Sen.-D-MN]",,7/29/21,13,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",7/29/21,"Menendez, Robert [Sen.-D-NJ]","Wyden, Ron [Sen.-D-OR]","Brown, Sherrod [Sen.-D-OH]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","Sanders, Bernard [Sen.-I-VT]","Blumenthal, Richard [Sen.-D-CT]","Heinrich, Martin [Sen.-D-NM]","Murphy, Christopher [Sen.-D-CT]","Warren, Elizabeth [Sen.-D-MA]","Van Hollen, Chris [Sen.-D-MD]","Padilla, Alex [Sen.-D-CA]","Ossoff, Jon [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing and Community Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2550,https://www.congress.gov/bill/117th-congress/senate-bill/2550,117th Congress (2021-2022),RISE Act of 2021,,"Casey, Robert P., Jr. [Sen.-D-PA]",,7/29/21,6,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",7/29/21,"Markey, Edward J. [Sen.-D-MA]","Cassidy, Bill [Sen.-R-LA]","Young, Todd [Sen.-R-IN]","Hassan, Margaret Wood [Sen.-D-NH]","Capito, Shelley Moore [Sen.-R-WV]","Shaheen, Jeanne [Sen.-D-NH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 2551,https://www.congress.gov/bill/117th-congress/senate-bill/2551,117th Congress (2021-2022),AI Training Act,,"Peters, Gary C. [Sen.-D-MI]",,7/29/21,1,,,Senate - Homeland Security and Governmental Affairs,Became Public Law No: 117-207.,10/17/22,"Portman, Rob [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,Computers and information technology,Advanced technology and technological innovations,Employment and training programs,"Government employee pay, benefits, personnel management",Homeland security,Research and development,Performance measurement,Accounting and auditing,Research administration and funding,Right of privacy,Public contracts and procurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
